,@id,measurementSpecificCharacteristics,measurementEquipmentTypeUsed.value.@lang,measurementEquipmentTypeUsed.value.#text,measurementSiteLocation.@xsi$type,measurementSiteLocation.tpeglinearLocation.tpegDirection,measurementSiteLocation.tpeglinearLocation.tpegLocationType,measurementSiteLocation.tpeglinearLocation.to.@xsi$type,toLatitude,toLongitude,toDescription,measurementSiteLocation.tpeglinearLocation.to.name.tpegDescriptorType,measurementSiteLocation.tpeglinearLocation.from.@xsi$type,fromLatitude,fromLongitude,fromDescription,measurementSiteLocation.tpeglinearLocation.from.name.tpegDescriptorType
68,GJ3551_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81845089826761,-4.261284553016745,Clarkston Road NB R/T towards Old Castle Road,other,TPEGNonJunctionPoint,55.81738258550053,-4.262196297709536,Clarkston Road NB R/T towards Old Castle Road,other
69,GJ3551_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81845089826761,-4.261284553016745,Clarkston Road NB Ahead towards Old Castle Road,other,TPEGNonJunctionPoint,55.81739068322613,-4.262244656347269,Clarkston Road NB Ahead towards Old Castle Road,other
70,GJ3551_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81845089826761,-4.261284553016745,Holmlea Road southbound towards Old Castle Road,other,TPEGNonJunctionPoint,55.819078294291884,-4.260889944193136,Holmlea Road southbound towards Old Castle Road,other
71,GC0321_H,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.868337050735796,-4.308890778710218,Castlebank St to Hayburn St offside,other,TPEGNonJunctionPoint,55.86811529639363,-4.309213276354216,Castlebank St to Hayburn St offside,other
72,GC0321_F,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86841240916866,-4.31062152360615,Castlebank St eastbound nearside,other,TPEGNonJunctionPoint,55.86806342207265,-4.311975403552451,Castlebank St eastbound nearside,other
73,GC0321_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.868337050735796,-4.308890778710218,Link Road to Hayburn St,other,TPEGNonJunctionPoint,55.86846332374293,-4.309345826900188,Link Road to Hayburn St,other
74,GC0321_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.868337050735796,-4.308890778710218,Castlebank St to Hayburn St nearside,other,TPEGNonJunctionPoint,55.86807070822497,-4.309194645327121,Castlebank St to Hayburn St nearside,other
75,GC0321_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86841240916866,-4.31062152360615,Castlebank St eastbound offside,other,TPEGNonJunctionPoint,55.86803618938978,-4.31198976867953,Castlebank St eastbound offside,other
76,GA1301_P,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Broomielaw westbound from KGV Bridge,other,TPEGNonJunctionPoint,0,0,Broomielaw westbound from KGV Bridge,other
77,GL1151_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.849972125056624,-4.310980546666565,Broomloan Road southbound,other,TPEGNonJunctionPoint,55.850616992734636,-4.311578020227955,Broomloan Road southbound,other
78,GA1301_G,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.856875703704084,-4.262574198531883,York St R/T from Broomielaw,other,TPEGNonJunctionPoint,55.85706130313036,-4.262744781578143,York St R/T from Broomielaw,other
79,GL1151_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84852706403615,-4.309920225454224,Dumbreck Road northbound to PRW / Dumbreck Rd,other,TPEGNonJunctionPoint,55.84921742483298,-4.310488406707863,Dumbreck Road northbound to PRW / Dumbreck Rd,other
80,GD200A_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.870462248447126,-4.268079997790708,Maryhill Road outbound to Great Western Road,other,TPEGNonJunctionPoint,55.87014169388683,-4.268892500320476,Maryhill Road outbound to Great Western Road,other
81,GL1151_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.849972125056624,-4.310980546666565,Paisley Road West westbound,other,TPEGNonJunctionPoint,55.85004788539256,-4.309339470394715,Paisley Road West westbound,other
82,GD200A_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.872895232727615,-4.269197016816533,Maryhill Road inbound towards G W R,other,TPEGNonJunctionPoint,55.872706993173516,-4.269170047463331,Maryhill Road inbound towards G W R,other
83,GL1151_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.849972125056624,-4.310980546666565,Paisley Road West eastbound,other,TPEGNonJunctionPoint,55.849657571018625,-4.311936424489083,Paisley Road West eastbound,other
84,GH312A_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83806956683952,-4.231327608671311,s/b from Shawfield Dr from J2 / Poplin,other,TPEGNonJunctionPoint,55.84075769993983,-4.227808021667737,s/b from Shawfield Dr from J2 / Poplin,other
85,GA1301_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85686164638997,-4.264315098440796,Broomielaw westbound from York Street,other,TPEGNonJunctionPoint,55.85692922356656,-4.265038089789566,Broomielaw westbound from York Street,other
86,GA1301_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85686164638997,-4.264315098440796,Broomielaw to York Street.,other,TPEGNonJunctionPoint,55.856959063447256,-4.26390531049521,Broomielaw to York Street.,other
87,GD0651_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88870234315834,-4.320863340913476,Great Western Rd westbound R/T,other,TPEGNonJunctionPoint,55.888834293713586,-4.321015152448036,Great Western Rd westbound R/T,other
88,GD0651_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.887688516051426,-4.317908255897963,Great Western Road to Ascot Ave,other,TPEGNonJunctionPoint,55.88753559795142,-4.317915128219077,Great Western Road to Ascot Ave,other
89,GD0651_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88923959554618,-4.322398729442261,Great Western Rd to Ascot Ave.,other,TPEGNonJunctionPoint,55.88922103772199,-4.322429605710496,Great Western Rd to Ascot Ave.,other
90,GH312A_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84248518977821,-4.226213727774215,Shawfield Drive southbound to Clyde Walkway,other,TPEGNonJunctionPoint,55.84219933396287,-4.226117518705436,Shawfield Drive southbound to Clyde Walkway,other
91,GB0751_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84699480770674,-4.260817707095752,Eglinton Street northbound to Cumberland St,other,TPEGNonJunctionPoint,55.84708106668321,-4.2610144172166216,Eglinton Street northbound to Cumberland St,other
92,GB0751_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85063225821452,-4.259974538694813,Eglinton Street southbound to Cumberland Street,other,TPEGNonJunctionPoint,55.85049447586942,-4.259647009961128,Eglinton Street southbound to Cumberland Street,other
93,GB0751_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.848092816760634,-4.254858740826407,Cathcart Road to Cumberland Street,other,TPEGNonJunctionPoint,55.848209730275,-4.255344777421482,Cathcart Road to Cumberland Street,other
94,GA4401_Y,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86471962992503,-4.2489660093951676,Bus Station exit eastbound,other,TPEGNonJunctionPoint,55.86477919409067,-4.249640707541476,Bus Station exit eastbound,other
95,GA4401_Q,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86471962992503,-4.2489660093951676,Killermont St westbound R/T from N. Hanover St,other,TPEGNonJunctionPoint,55.86455160575039,-4.249307903173464,Killermont St westbound R/T from N. Hanover St,other
96,GJ290A_N,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83318476235378,-4.255720253928153,Cathcart Rd northbound,other,TPEGNonJunctionPoint,55.83271790874834,-4.2556932157246905,Cathcart Rd northbound,other
97,GA4401_N,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.865470928123024,-4.248673811036969,North Hanover St southbound to Killermont St,other,TPEGNonJunctionPoint,55.86535684098523,-4.2485233737672115,North Hanover St southbound to Killermont St,other
98,GJ290A_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83514156835417,-4.256344636200412,Cathcart Rd southbound to Albert Rd,other,TPEGNonJunctionPoint,55.834909019823165,-4.256283253088819,Cathcart Rd southbound to Albert Rd,other
99,GA4401_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86325987773686,-4.249664722294599,North Hanover St northbound to Killermont St,other,TPEGNonJunctionPoint,55.8633899477641,-4.249432518576116,North Hanover St northbound to Killermont St,other
100,GA4401_K,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.865156707614595,-4.2540577042514345,Killermont Street St eastbound to North Hanover St,other,TPEGNonJunctionPoint,55.86490099279722,-4.252316796864651,Killermont Street St eastbound to North Hanover St,other
101,GL2801_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.855990477928046,-4.28518058528346,Govan Road westbound,other,TPEGNonJunctionPoint,55.85624527823334,-4.285978514211548,Govan Road westbound,other
102,GL2801_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.855990477928046,-4.28518058528346,Govan Road eastbound (f/l),other,TPEGNonJunctionPoint,55.85624846009274,-4.285323566368859,Govan Road eastbound (f/l),other
103,GC155A_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.869880197121404,-4.2955873194386385,Dumbarton Road inbound to Western Inf.,other,TPEGNonJunctionPoint,55.870056548361696,-4.2967326358773645,Dumbarton Road inbound to Western Inf.,other
104,GL2801_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85644820814138,-4.288115640401873,Govan Road eastbound (F/L),other,TPEGNonJunctionPoint,55.85651261150937,-4.286585442207979,Govan Road eastbound (F/L),other
105,GG267A_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.852166048604,-4.177430820965412,Shettleston Road to Blair Street,other,TPEGNonJunctionPoint,55.85223752966005,-4.177962054873924,Shettleston Road to Blair Street,other
106,GG267A_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.852697985952794,-4.18342000725699,Shettleston Road to Blair Street,other,TPEGNonJunctionPoint,55.85274381385316,-4.182863381641116,Shettleston Road to Blair Street,other
107,GA2101_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.862642993422256,-4.25782750543661,West Regent Street eastbound,other,TPEGNonJunctionPoint,55.86264962734015,-4.257955741740505,West Regent Street eastbound,other
108,GA2101_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86335752086073,-4.257581303461147,West Regent Street eastbound,other,TPEGNonJunctionPoint,55.86340326237511,-4.259006331320647,West Regent Street eastbound,other
109,GK5141_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.80986784958291,-4.352285081796666,Woodneuk Rd Southbound,other,TPEGNonJunctionPoint,55.81021478562821,-4.352002772504004,Woodneuk Rd Southbound,other
110,GB1551_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84560870404568,-4.250146178756491,Westbound Right Turn into Camden Terrace,other,TPEGNonJunctionPoint,55.8464467938294,-4.250514116570925,Westbound Right Turn into Camden Terrace,other
111,GL1821_X,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84569171226189,-4.347644064242421,Paisley Road West eastbound R/T,other,TPEGNonJunctionPoint,55.84534250908411,-4.347575080845519,Paisley Road West eastbound R/T,other
112,GK5141_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.80819435245893,-4.349087964527667,Nitshill Rd Eastbound to Glen Moriston,other,TPEGNonJunctionPoint,55.80760292836235,-4.347584079369231,Nitshill Rd Eastbound to Glen Moriston,other
113,GB1551_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84560870404568,-4.250146178756491,Camden Terrace,other,TPEGNonJunctionPoint,55.845897093956474,-4.250594159531877,Camden Terrace,other
114,GL1821_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84569171226189,-4.347644064242421,Mosspark Drive,other,TPEGNonJunctionPoint,55.84540124604075,-4.347323027783867,Mosspark Drive,other
115,GK5141_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81086661759488,-4.35504269022466,Nitshill Rd Westbound,other,TPEGNonJunctionPoint,55.81071992563584,-4.355193432458751,Nitshill Rd Westbound,other
116,GB1551_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8451373881192,-4.2488889245192105,Caledonia Rd westbound to Camden Terr,other,TPEGNonJunctionPoint,55.845226292576825,-4.24894198294951,Caledonia Rd westbound to Camden Terr,other
